,inputs,targets,language,language_code,annotation_type,user_id
2264,Dama soxla fajkat.,I need a doctor.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2265,"Ndàx mbind mii jub na?
Nangeen gëm li Ma wàcce, te muy dëggal li ngeen yore; buleen doon ñi ko jëkk a weddi. Buleen jaay samay laaya ak njëg gu néew. Te nangeen ma ragal Man doŋ.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Na ngéen gëm li Ma wàcce, te mu'y dëggal li ngéen yore; buléen doon ñi ko jëkk a weddi. Buléen jaay sama'y laaya ak njëg gu néew. Te na ngéen ma ragal Màn doŋŋ.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2266,"Chisinau moy péeyu ban réw?
","Chisinau moy péeyu réwum Moldavie
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2267,Mwsn lakk la waa Senegaal ëpp li gni lakk?,Wolof,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2268,"Fan mooy gëblag réewum Ukraine?
","Gëblag réewum Ukraine mu ngi tudd Kiev.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2269,"Beqil ma mbind mii:
Ba noppi ngeen rey aw nit, ci seen biir, am ca ab kurél bu ngeen génne seeni kër, ngeen dimbalante ci ay bàkkaar ak ug noonuwante. Te bi ngeen leen jàppee ci xare di leen fayloo ag njot te di leen génne te loolu araam na ci yéen. Ndax dangeen a dëggal lenn téere ba, weddi la ca des? Kuy def loolu ci yéen, dara du doon peyam lu dul toroxte ci dundug àddina, te Bis-pénc ba dees na leen delloo ci gën jaa tari mbugal. Yàlla dey nekkul Kuy ñàkk a seetlu li ngeen di def.","Mbind mi jub a ngi nii:
Ba noppi ngéen ray aw nit, ci séen biir, àm ca ab kurel bu ngéen génne séen i kër, ngéen dimblante ci ay bàkkaar ak ug noonoonte. Te bi ngéen léen jàppee ci xare di léen fayloo ag njot te di léen génne te loolu araam na ci yéen. Ndàx da ngéen a dëggal lenn téere ba, weddi la ca des? Ku'y def loolu ci yéen, dara du doon payam lu dul toroxte ci dundug àddina, te Bis-pénc ba dees na léen delloo ci gën jaa tar i mbugal. Yàlla de, nekkul Ku'y ñàkk a seetlu li ngéen di def.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2270,Indil péeteg waat yi ci kàddu gii: Yàl na ko Yàlla génne ci xat-xat yi ak mbooleem ku ne ci'y xat-xat!,"Waat yi nekk ci kàddu gii di ""Yàl na ko Yàlla génne ci xat-xat yi ak mbooleem ku ne ci'y xat-xat!"" ak séen i péete ñoo di:
Yàl: INTJ
na: AUX
ko: PRON
Yàlla: PROPN
génne: VERB
ci: ADP
xat-xat: NOUN
yi: DET
ak: CCONJ
mbooleem: DET
ku: PRON
ne: VERB
ci: ADP
'y: DET
xat-xat: NOUN
!: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2271,Ci man kembaar la réewum Niger nékk?,Réewum Niger mu ngi nékk ci kembaar bi ñuy wakh Afrique.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2272,Jàn jigeen a jëkk a dugg ci lislaam ?,"Xadijatu, doom u Xuwaylid",Wolof,wol,re-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2273,"Joxeel péeteeg waat yi ci kàddu gii: Kajoor moo di kàdd ag garab gu nekk Senegaal ak joor, suuf si.","Waat yi nekk ci kàddu gii di ""Kajoor moo di kàdd ag garab gu nekk Senegaal ak joor, suuf si."" ak séen i péete:
Kajoor: PROPN
moo: verb
mu: PRON
a: AUX
di: AUX
kàdd: NOUN
ag: DET
garab: NOUN
gu: PRON
nekk: VERB
Senegaal: PROPN
ak: CCONJ
joor: NOUN
,: PUNCT
suuf: NOUN
si: DET
.: PUNCT
",Wolof,wol,re-annotations,53978c415760043238730877896fa9028f6603c2e2d3f830f528cab4bfb4ce9e
2274,Fann mooy péeyum réewum France,Paris,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2275,"Ci ban kembaar la réwum Samoa nékk
",Réwum Samoa mu ngi nékk ci kembaar bi ñuy wakh Oceanie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2276,"Fan moy péeyum réwum Monténégro
","Péeyum réwum Monténégro mu ngi tudu Podgorica
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2277,"Beqil ma mbind mii:
[Fàttalikuleen], ba Nu leen musalee ci waa kër (Firawna), tegoon nañu leen mbugal mu ñaaw: ñuy rendi seeni doom yu góor ya, di bàyyi ñu jigéen ña. Nekkoon na ci loolu nattu bu réy bu bawoo ca seen Boroom.","Mbind mi jub a ngi nii:
[Fàttlikuléen], ba Nu léen musalee ci waakër (Firawna), tegoon na ñu léen mbugal mu ñaaw: ñu'y rendi séen i doom yu góor ya, di bàyyi ñu jigeen ña. Nekkoon na ci loolu nattu bu rëy bu bawoo ca séen Boroom.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2278,7 bis yu toppante nuy koy woowee ?,Àyu bis walla àyu bés,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2279,"Ci gan kembaar la réewum Nouvelle-Zélande nekk ?
",Réewum Nouvelle-Zélande mu ngi nekk ci kembaaru Oceanie. ,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2280,"Ci ban kembaar la réwum Singapour nékk
",Réwum Singapour mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2281,Joxeel péeteg waat yi ci kàddu gii: Da nga'y seet lii rekk!,"Waat yi nekk ci kàddu gii di ""Da nga'y seet lii rekk!"" ak séen i péete ñoo di:
Da: AUX
nga: PRON
'y: AUX
seet: VERB
lii: PRON
rekk: ADV
!: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2282,"Dili mooy péeyu man réew?
","Dili mooy péeyu réewum Timor-Oriental.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2283,Ban bés moo topp ci alxames ?,Ajjuma mooy bés bi topp ci alxames.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2284,Kañ lañu faat Tomaa Sànkara ?,Tomaa Sànkara faat nañu ko 15 oktoobar 1987 ca Burkina Fasa.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2285,"Beqil ma mbind mii:
Ñoo di ña gëm la Ñu wàcce ci yaw ak la Nu wàcce woon mu jiitu woon te ñu amug wóolu ci dikkug Bis-pénc ba.","Mbind mi jub a ngi nii:
Ñoo di ña gëm la Ñu wàcce ci yaw ak la Nu wàccewoon mu jiituwoon te ñu àmug wóolu ci dikkug Bis-pénc ba.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2286,"Fan moy péeyum réwum Senegaal
",Péeyum réwum Senegaal mu ngi tudu ndakaru,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2287,Bàyyi ma.,Leave me alone.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2288,Fann mooy péeyum réewum Panama,Péeyum réewum Panama mou ngi tuddu Panama ,Wolof,wol,re-annotations,60419be201defc5dbc2dced4bee3b45860107f6bf146120b5e7bc74fe7f86b4e
2289,"Jox ma péeteg waat yi ci kàddu gii: Li ko wàral moo di da ñu'y topp lu'y wàral xarabug Yàlla, te'y bàñ lépp lu'y ngëramal Yàlla.","Waat yi nekk ci kàddu gii di ""Li ko wàral moo di da ñu'y topp lu'y wàral xarabug Yàlla, te'y bàñ lépp lu'y ngëramal Yàlla."" ak séen i péete ñoo di:
Li: PRON
ko: PRON
wàral: VERB
mu: PRON
a: AUX
di: AUX
da: AUX
ñu: PRON
'y: AUX
topp: VERB
lu: PRON
'y: AUX
wàral: VERB
xarabug: NOUN
Yàlla: PROPN
,: PUNCT
te: CCONJ
'y: AUX
bàñ: VERB
lépp: PRON
lu: PRON
'y: AUX
ngëramal: NOUN
Yàlla: PROPN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2290,ku njëkkoon nekk njiitu réewum Senegaal ? ,Léopold Sédar Senghor moo njëkk a jiite réewum Senegaal,Wolof,wol,re-annotations,e05bc2c31236eeb905a4d1aed2c252ff838a1f263593063ae075e4e4af2436eb
2291,Fann mooy gëblag réewum Norvège?,Oslo.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2292,Joxeel péeteg waat yi ci kàddu gii: Ndàx da ñoo gìsul ne moom man't a wàx ak ñoom te du léen jubale ci'w yoon?,"Waat yi nekk ci kàddu gii di ""Ndàx da ñoo gìsul ne moom man't a wàx ak ñoom te du léen jubale ci'w yoon?"" ak séen i péete ñoo di:
Ndàx: ADV
da: AUX
ñu: PRON
a: AUX
gìsul: VERB
ne: SCONJ
moom: PRON
man: VERB
't: PART
a: PART
wàx: VERB
ak: ADP
ñoom: PRON
te: CCONJ
du: AUX
léen: PRON
jubale: VERB
ci: ADP
'w: DET
yoon: NOUN
?: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2293,"Fan mooy gëblag réewum Jordanie ?
","Gëblag réewum Jordanie mu ngi tuddu Amman.
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2294,Indil bés i Wolof yi.,"Bis i Wolof yi, yii la: àltine, talaata, àllarba, alxemes, àjjuma, gaawu ak dibeer.
Àm na ci yoy, ci Araab lees ko àbbe ndàx tur i cosaan yi da ñoo réer.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2295,"Fan mooy gëblag réewum Marshall?
","Gëblag réewum Marshall mu ngi tudu Majuro.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2296,"Ci ban kembaar la réwum Honduras nékk
",Réwum Honduras mu ngi nékk ci kembaar bi ñuy wakh Amerique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2297,"Ci ban kembaar la réwum Belgique nékk
",Réwum Belgique mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2298,Ci ban kembaar la réwum Angola nékk,Réwum Angola mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2299,"Fan moy péeyum réwum Liberia
",Péeyum réwum Liberia mu ngi tudu Monrovia,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2300,"Jox ma péeteg waat yi ci kàddu gii: Ci dëkk bu tudd Baari, ca Bàmbay, jenn waay moo doon jéem a jam paaka Sëriñ Maam Bàlla Mbàkke yilimaan ca ba mu'y julli jullig tabaski gii.","Waat yi nekk ci kàddu gii di ""Ci dëkk bu tudd Baari, ca Bàmbay, jenn waay moo doon jéem a jam paaka Sëriñ Maam Bàlla Mbàkke yilimaan ca ba mu'y julli jullig tabaski gii."" ak séen i péete ñoo di:
Ci: ADP
dëkk: NOUN
bu: PRON
tudd: VERB
Baari: PROPN
,: PUNCT
ca: ADP
Bàmbay: PROPN
,: PUNCT
jenn: DET
waay: NOUN
mu: PRON
a: AUX
doon: AUX
jéem: VERB
a: PART
jam: VERB
paaka: NOUN
Sëriñ: PROPN
Maam: PROPN
Bàlla: PROPN
Mbàkke: PROPN
yilimaan: NOUN
ca: ADP
ba: SCONJ
mu: PRON
'y: AUX
julli: VERB
jullig: NOUN
tabaski: NOUN
gii: DET
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2301,"Jërëjëf
",thank you,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2302,"Ndàx man ngaa jubbanti mbind mii?
Nu ne: ""Dóorleen ko lenn [Lu bokk ci nag wi]"". - Noonu la Yàllay dekkalee ñi dee te dana leen won ay kéemaan ndax ngeen xel-lu.","Waaw! Mi ngii:
Nu ne: ""Dóorléen ko lenn [Lu bokk ci nag wi]"". - Noonu la Yàllay dekkalee ñi dee te da na léen wan ay kéemaan ndàx ngéen xellu.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2303,Noo tudd? ,Ibou KA laa tudd.,Wolof,wol,re-annotations,434a1f921a99fc71446fae39e49b38dd298d6b19a7e76fdc9bcb51d869c138b2
2304,"Fan moy péeyum réwum Mauritanie
",Péeyum réwum Mauritanie mu ngi tudu Nouakchott,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2305,Ban xaalis lañuy jëfandikoo réewum  Farãas ?,Óro.,Wolof,wol,re-annotations,5951fff854f877a1823529fc18862e2985cff959cfac93222be1a50fcb4d2818
2306,"Jox ma péeteg waat yi ci kàddu gii: Loolu la farayaŋas u Duma (Douma) wàx, Ngùur gee ngi ci yoon u soppi'y daamaram.","Waat yi nekk ci kàddu gii di ""Loolu la farayaŋas u Duma (Douma) wàx, Ngùur gee ngi ci yoon u soppi'y daamaram."" ak séen i péete ñoo di:
Loolu: PRON
la: AUX
farayaŋas: PRON
u: ADP
Duma: PROPN
(: PUNCT
Douma: PROPN
): PUNCT
wàx: VERB
,: PUNCT
Ngùur: NOUN
gi: DET
a: AUX
ngi: AUX
ci: ADP
yoon: NOUN
u: ADP
soppi: VERB
'y: DET
daamaram: NOUN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2307,"Ndàx man ngaa jubbanti mbind mii?
- Waxal ne: ""Ndegam am ngeen kërug àllaaxira ca Yàlla, gu yéen doŋŋ jagoo waliis nit ñi, mébétleen dee kon ndegam ñu dëggu ngeen! ""","Waaw! Mi ngii:
- Wàxal ne: ""Ndegam àm ngéen kërug àllaaxira ca Yàlla, gu yéen doŋŋ jagoo waliis nit ñi, mébetléen dee kon ndegam ñu dëggu ngéen!""",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2308,Man at la Senegaal moom boppam ?,1960.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2309,muneko yumu doon?mune ko:,"1* /Damaa xool nit ñi ma gis ni kune amna Loo beug,sopp ko,yenn Si yi waaji  bëgoon dinañ andak moom ba buntu bàmmeelam,yeneen yi ba kerook muy tawat tawati faatu,ñu daldi koy bàyyi Ginaaw bi moom kepp ak bàmmeelam,ma xalaat gis ni,Li gën daal si lu waay wara bëgg mooy,liy andak moom bammeel,ma gis ni jëf ju baax kepp la,ma takk ko xarit,defko àndadoo Fa saa sa.",Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
2310,"Ndàx mbind mii jub na?
Ñàkk a xam jubluwaayu sunu teewaay ci kaw suuf rekk a ko waral. sàkkuwunu ñëw ci kaw suuf, xamunu nees lanu fi war a dunde, te bëggunu fi a jugé.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Ñàkk a xàm jubluwaay u sunu teewaay ci kaw sùuf rekk a ko wàral. Sàkkuwu nu ñëw ci kaw sùuf, xàmu nu nees la nu fi wàr a dunde, te bëggu nu fi a jóge.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2311,Indil ma day i loy yi,"Day baa ngii: a, à, ã, b, c, d, e, ẽ, é, ë, f, g, h, i, ì, ĩ, j, k, l, m, n, ŋ, ñ, o, ó, õ, p, q, r, s, t, u, ù, ũ, w, x, y",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2312,"Fan moy péeyum réwum Allemagne
","Péeyum réwum Allemagne mu ngi tudu Berlin
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2313,Ñaata bal la Senegaal dóore woon France ?,1-0.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2314,"Joxeel péeteg waat yi ci kàddu gii: Noo ngi jégglu ci kàddu yi, màg ji.","Waat yi nekk ci kàddu gii di ""Noo ngi jégglu ci kàddu yi, màg ji."" ak séen i péete ñoo di:
Noo: PRON
ngi: AUX
jégglu: VERB
ci: ADP
kàddu: NOUN
yi: DET
,: PUNCT
màg: NOUN
ji: DET
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2315,Fann mooy péeyum réewum Népal,Katmandou mooy péeyu réewum Népal.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2316,"Bangkok mooy péeyu man réew ?
","Bangkok mooy péeyu réewum Thaïlande.
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2317,"Ci ban kembaar la réwum Allemagne nékk

",Réwum Allemagne mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2318,"Jubbantil mbind mii:
Ñu ne: ""Ñaanal nu sa Boroom mu leeral nu luy meloom"". - Mu ne: ""Naka Moom nee na: nag wa du wu màggat, du aw sëll, dafa digg-dóomu. Def leen li ñu leen sant"".","Mbind mi jub a ngi nii:
Ñu ne: ""Ñaanal nu sa Boroom mu leeral nu lu'y meloom"". - Mu ne: ""Naka Moom nee na: nag wa du wu màggat, du aw sëll, da fa digg-dóomu. Defléen li ñu léen sant"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2319,ku jiite paj mi ?,François Braun.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2320,"Fan moy péeyum réwum Marshall
","Péeyum réwum Marshall mu ngi tudu Majuro
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2321,Kann moy ñeenteelou ndjitou reewum Senegaal ,Maki Sall,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2322,"Kan mooy Idiriisa Sekk, njiitu parti bi di réewmi ?","Idiriisa Sekk mooy turam dëggëntaan dib pólitiseŋ bu ñu ràññee ci Senegaal, Cees la fekk baax. Te sax, nekkoon na fa Meer ci diirub fukki at ak ñaar. Ci ginnaaw gi la doon njiitu Ndajem diiwaanu Cees ba nëgëni sii. ",Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2323,Senegaal ñaata tariixa ñoo fi nekk ?, ñent,Wolof,wol,re-annotations,d51d5f3641ce21194f5a20d38a1c78b6c9c1ad9d7d7093a2be554b0a0b0fffe9
2324,"Fan moy péeyum réwum Bosnie-Herzégovine
","Péeyum réwum Bosnie-Herzégovine mu ngi tudu Sarajevo
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2325,"Islamabad mooy péeyu ban réew?
","Islamabad mooy péeyu réewum Pakistan.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2326,Man Maddlin moo njëkk a nekk jëwriñu càmm gu Amerig ?,Maddlin Albright moo njëkk a nekk jëwriñu càmm ca Amerig. ,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2327,"Basseterre moy péeyu ban réw?
","Basseterre moy péeyu réwum Saint-Kitts-et-Nevis
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2328,"Ndàx man ngaa jubbanti mbind mii?
Bu ngeen amee sikki-sàkka ci lii Nu wàcce ci Sunu jaam bi, indileen saar wu mel ni moom [Alxuraan] te sax ñaanleen ndimbal ñi ngeen di jaamu ba jaamuwuleen Yàlla, ndegam dëgg la ci yéen.","Waaw! Mi ngii:
Bu ngéen àmee sikki-sàkka ci lii Nu wàcce ci Sunu jaam bi, indileen saar wu mel ni moom [Alxuraan] te sàx ñaanléen ndimbal ñi ngéen di jaamu ba jaamuwu léen Yàlla, ndegam dëgg la ci yéen.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2329,Ci ban kembaar la réwum Île Maurice nékk,Réwum Île Maurice mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2330,"Fan moy péeyum réwum Cuba
",Péeyum réwum Cuba mu ngi tudu La Havane,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2331,Ci gan kembaar le réewum France nekk ?,France mu ngi nekk ci kembaaru Europe.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2332,"Ñaari waxtu
",two o’clock	,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2333,Bor du am rakk,Kenn warul a yor bor yu bari.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2334,Fan moy péeyum réwum Azerbaïdjan,"Péeyum réwum Azerbaïdjan mu ngi tudu Bakou
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2335,"La Havane moy péeyu ban réw?
","La Havane moy péeyu réwum Cuba
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2336,"Fan moy péeyum réwum Cameroun
",Péeyum réwum Cameroun mu ngi tudu Yaoundé,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2337,"Weer/yi
",month/s	,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2338,Ñaata at la Yónnent bi ﷺ amoon ?,63,Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2339,Ban deuk mo eupp nitt ci Sénégal ,Dakar ,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2340,"Mottlil wàx jii: ku bëgg akara,...","Yii yépp dees na léen wàx:
- Ku bëgg akara, wàr a ñeme kaani
- Ku bëgg akara, ñeme kaani
- Ku bëgg akara, da nga'y ñeme kaani

Lees ci dégge moo di ne: ku bëgg dara, fàww nga def dara, wàróo ne yàcc rekk walla nga def tuuti foog ne di na baax",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2341,"Jubbantil mbind mii:
Xale bu sob, te xamadi, mas naa sonal seen waa kër ci fàwwu ngeen wutal ma ab jàngalekatub diine ma laaj ko sama ñetti laaj yii.","Mbind mi jub a ngi nii:
Xale bu sob, te xàmadi, mas na a sonal séen waakër ci fàww ngéen wutal ma ab jàngalekatub diine ma laaj ko sama ñett i laaj yii.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2342,Jox ma péeteg waat yi ci kàddu gii: Ndàx da ñoo gìsul ne moom man't a wàx ak ñoom te du léen jubale ci'w yoon?,"Waat yi nekk ci kàddu gii di ""Ndàx da ñoo gìsul ne moom man't a wàx ak ñoom te du léen jubale ci'w yoon?"" ak séen i péete ñoo di:
Ndàx: ADV
da: AUX
ñu: PRON
a: AUX
gìsul: VERB
ne: SCONJ
moom: PRON
man: VERB
't: PART
a: PART
wàx: VERB
ak: ADP
ñoom: PRON
te: CCONJ
du: AUX
léen: PRON
jubale: VERB
ci: ADP
'w: DET
yoon: NOUN
?: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2343,"Ci gan kembaar la réewum Haïti nékk?
",Réewum Haïti mu ngi nékk ci kembaaru Amerique.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2344,Senegaal ci ban wàllu Afrique la nekk,Senegaal mu ngi nekk fi nuy wax Afrig sowu jant,Wolof,wol,re-annotations,e05bc2c31236eeb905a4d1aed2c252ff838a1f263593063ae075e4e4af2436eb
2345,"Fan moy péeyum réwum Bangladesh
","Péeyum réwum Bangladesh mu ngi tudu Dacca
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2346,"Fan mooy gëblag réewum Colombie ?
",Gëblag réewum Colombie mu ngi tuddu Bogota.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2347,"Porto-Novo mooy péeyu ban réew?
","Porto-Novo mooy péeyu réewum Bénin.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2348,"Fan moy péeyum réwum Inde
","Péeyum réwum Inde mu ngi tudu New Delhi
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2349,Ci ban kembaar la réwum Togo nékk,Réwum Tchad mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
